地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2012/07/16,04:31:31.2,茨城県南部,36°09.1′N,139°49.0′E,52 km,4.8,震度４
2012/07/15,23:08:06.3,上川地方北部,44°49.8′N,142°09.4′E,0 km,4.2,震度４
2012/07/10,12:48:57.4,長野県北部,36°49.8′N,138°23.3′E,9 km,5.2,震度５弱
2012/07/03,11:31:02.3,千葉県南部,35°00.0′N,139°52.2′E,88 km,5.2,震度４
2012/07/02,11:06:21.3,岩手県沖,40°01.5′N,141°57.4′E,9 km,4.5,震度４
2012/06/28,14:51:50.8,福島県沖,37°10.0′N,141°11.8′E,63 km,5.2,震度４
2012/06/18,05:32:20.8,宮城県沖,38°52.4′N,142°05.4′E,47 km,6.2,震度４
2012/06/04,15:51:00.0,宮崎県南部山沿い,32°03.6′N,130°55.4′E,9 km,4.4,震度４
2012/06/03,13:07:07.7,岩手県沖,40°04.4′N,142°07.3′E,48 km,4.2,震度４
2012/06/01,17:48:08.7,千葉県北西部,36°01.6′N,139°52.5′E,44 km,5.1,震度４
2012/05/29,01:36:47.1,千葉県北西部,35°48.3′N,140°05.2′E,64 km,5.2,震度４
2012/05/24,00:02:26.5,青森県東方沖,41°20.6′N,142°07.4′E,60 km,6.1,震度５強
2012/05/18,17:18:58.8,茨城県南部,36°08.1′N,139°50.4′E,51 km,4.8,震度４
2012/05/16,01:00:46.1,宮城県沖,38°16.4′N,141°53.3′E,64 km,4.8,震度４
2012/04/30,00:02:18.4,岩手県沖,39°44.5′N,142°15.3′E,23 km,5.6,震度４
2012/04/29,19:28:51.5,千葉県北東部,35°42.9′N,140°36.0′E,48 km,5.8,震度５弱
2012/04/25,05:22:09.4,千葉県北東部,35°43.3′N,140°40.7′E,43 km,5.5,震度４
2012/04/19,12:33:23.4,福島県沖,36°56.6′N,141°23.4′E,34 km,5.1,震度４
2012/04/13,19:10:00.3,福島県沖,36°56.8′N,141°25.3′E,32 km,6.0,震度４
2012/04/12,23:50:50.4,福島県沖,37°27.1′N,141°44.0′E,27 km,5.9,震度４
2012/04/12,20:19:57.2,茨城県沖,36°49.7′N,141°20.5′E,29 km,5.6,震度４
2012/04/01,23:04:24.9,福島県沖,37°04.6′N,141°07.9′E,53 km,5.9,震度５弱
2012/03/27,20:00:42.4,岩手県沖,39°48.3′N,142°20.0′E,21 km,6.6,震度５弱
2012/03/25,22:22:39.4,福島県沖,37°40.5′N,141°46.1′E,49 km,5.2,震度４
2012/03/18,09:36:29.1,岩手県沖,39°06.2′N,142°19.8′E,45 km,5.0,震度４
2012/03/14,21:05:04.3,千葉県東方沖,35°44.8′N,140°55.9′E,15 km,6.1,震度５強
2012/03/14,18:08:33.0,三陸沖,40°46.5′N,145°13.6′E,64 km,6.9,震度４
2012/03/12,07:58:08.9,熊本県熊本地方,32°55.2′N,130°51.3′E,8 km,3.9,震度４
2012/03/10,02:25:30.6,茨城県北部,36°43.0′N,140°36.7′E,7 km,5.4,震度５弱
2012/03/01,07:32:33.1,茨城県沖,36°26.3′N,140°37.5′E,56 km,5.3,震度５弱
2012/02/29,23:32:46.0,千葉県東方沖,35°20.1′N,141°16.7′E,39 km,5.9,震度４
2012/02/29,18:00:03.4,福島県沖,37°17.3′N,141°40.6′E,44 km,5.4,震度４
2012/02/28,14:20:48.3,茨城県沖,36°32.1′N,140°58.0′E,23 km,5.1,震度４
2012/02/19,14:54:49.6,茨城県北部,36°45.0′N,140°35.3′E,7 km,5.2,震度５弱
2012/02/18,14:13:10.8,東京湾,35°35.0′N,140°05.2′E,2 km,4.2,震度４
2012/02/14,21:40:16.2,長野県北部,36°30.0′N,137°55.2′E,9 km,3.6,震度４
2012/02/08,21:01:37.9,佐渡付近,37°51.9′N,138°10.2′E,14 km,5.7,震度５強
2012/02/08,06:41:28.7,茨城県沖,36°33.6′N,140°40.7′E,12 km,4.0,震度４
2012/01/30,03:18:23.2,日向灘,32°36.8′N,132°00.2′E,39 km,4.9,震度４
2012/01/29,16:46:43.1,山梨県東部・富士五湖,35°32.2′N,138°59.0′E,21 km,4.7,震度４
2012/01/28,14:20:54.2,茨城県沖,36°46.2′N,141°15.1′E,37 km,4.7,震度４
2012/01/28,09:22:16.4,岩手県沖,40°09.1′N,142°25.6′E,36 km,5.7,震度４
2012/01/28,07:43:14.0,山梨県東部・富士五湖,35°29.3′N,138°58.6′E,18 km,5.4,震度５弱
2012/01/28,07:39:43.1,山梨県東部・富士五湖,35°29.5′N,138°58.7′E,18 km,4.9,震度４
2012/01/26,05:42:55.2,宮城県沖,38°10.5′N,141°41.5′E,51 km,5.2,震度４
2012/01/23,20:45:41.3,福島県沖,37°03.5′N,141°11.4′E,52 km,5.1,震度５弱
2012/01/12,12:20:49.0,福島県沖,36°58.0′N,141°18.2′E,33 km,5.9,震度４
2012/01/05,22:13:51.7,福島県中通り,37°04.1′N,140°33.4′E,6 km,4.2,震度４
2012/01/01,14:27:52.0,鳥島近海,31°25.6′N,138°33.9′E,397 km,7.0,震度４
2012/01/01,00:28:52.9,新潟県中越地方,36°57.7′N,138°36.0′E,7 km,4.2,震度４
2011/12/14,13:01:08.2,岐阜県美濃東部,35°21.3′N,137°14.6′E,49 km,5.1,震度４
2011/12/11,10:22:43.8,奄美大島近海,28°07.8′N,129°32.6′E,29 km,5.5,震度４
2011/12/10,15:08:16.5,宮城県沖,38°37.5′N,141°48.7′E,45 km,4.7,震度４
2011/12/03,05:55:29.0,千葉県北東部,35°21.1′N,140°19.3′E,22 km,5.2,震度４
2011/11/25,04:35:26.9,広島県北部,34°52.2′N,132°53.6′E,12 km,4.7,震度４
2011/11/24,19:25:33.7,浦河沖,41°45.0′N,142°53.2′E,43 km,6.2,震度５弱
2011/11/24,04:24:30.4,福島県沖,37°19.8′N,141°36.7′E,45 km,6.1,震度４
2011/11/21,19:16:29.5,広島県北部,34°52.3′N,132°53.6′E,12 km,5.4,震度５弱
2011/11/20,10:23:40.7,茨城県北部,36°42.6′N,140°35.2′E,9 km,5.3,震度５強
2011/11/18,03:57:56.2,福井県嶺北,35°56.0′N,136°20.2′E,7 km,4.8,震度４
2011/11/10,07:43:12.1,秋田県内陸南部,39°34.8′N,140°26.5′E,7 km,4.1,震度４
2011/11/08,11:59:06.9,沖縄本島北西沖,27°17.8′N,125°44.3′E,217 km,7.0,震度４
2011/11/03,19:34:28.6,茨城県南部,35°55.2′N,140°08.5′E,62 km,4.9,震度４
2011/10/10,11:45:57.0,福島県沖,37°30.4′N,141°29.1′E,47 km,5.6,震度４
2011/10/05,23:33:27.5,熊本県熊本地方,32°54.8′N,130°51.0′E,10 km,4.5,震度５強
2011/10/05,19:06:10.1,富山県東部,36°32.9′N,137°38.8′E,0 km,5.2,震度４
2011/10/05,14:17:36.3,岩手県沖,40°11.0′N,142°01.1′E,12 km,5.0,震度４
2011/09/29,19:05:05.6,福島県浜通り,37°07.9′N,140°52.1′E,9 km,5.4,震度５強
2011/09/26,22:46:03.4,茨城県北部,36°40.4′N,140°39.6′E,5 km,4.2,震度４
2011/09/26,17:20:13.8,福島県会津,37°41.0′N,139°56.6′E,9 km,4.2,震度４
2011/09/26,16:49:18.1,日高地方中部,42°15.0′N,142°35.6′E,9 km,4.2,震度４
2011/09/23,17:15:56.0,茨城県北部,36°41.5′N,140°37.0′E,4 km,5.1,震度４
2011/09/21,22:30:57.1,茨城県北部,36°44.2′N,140°34.6′E,9 km,5.2,震度５弱
2011/09/18,19:39:46.3,浦河沖,41°56.1′N,142°26.4′E,66 km,5.0,震度４
2011/09/17,04:26:35.8,岩手県沖,40°15.5′N,143°05.1′E,7 km,6.6,震度４
2011/09/15,17:00:08.6,茨城県沖,36°15.3′N,141°29.0′E,51 km,6.3,震度４
2011/09/13,02:42:41.9,茨城県沖,36°32.7′N,140°47.7′E,54 km,4.3,震度４
2011/09/10,15:00:31.5,茨城県沖,36°25.7′N,140°41.6′E,53 km,4.8,震度４
2011/09/07,22:29:43.0,日高地方中部,42°15.6′N,142°35.3′E,10 km,5.1,震度５強
2011/09/07,07:27:24.8,浦河沖,42°14.8′N,142°35.4′E,10 km,4.3,震度４
2011/08/27,14:05:31.5,茨城県沖,36°44.1′N,140°45.1′E,15 km,4.3,震度４
2011/08/22,09:07:08.2,十勝地方南部,42°40.2′N,143°16.1′E,25 km,4.7,震度４
2011/08/22,07:05:44.0,福島県沖,37°05.2′N,141°07.6′E,53 km,4.5,震度４
2011/08/21,07:58:40.1,宮城県沖,38°37.3′N,141°57.3′E,50 km,4.8,震度４
2011/08/19,14:36:31.6,福島県沖,37°38.9′N,141°47.8′E,51 km,6.5,震度５弱
2011/08/17,12:05:04.3,宮城県沖,38°27.6′N,142°11.2′E,31 km,5.1,震度４
2011/08/17,09:23:16.4,埼玉県南部,36°02.1′N,139°47.6′E,78 km,4.3,震度４
2011/08/15,15:26:48.0,茨城県南部,36°07.6′N,140°04.8′E,64 km,4.7,震度４
2011/08/14,16:38:30.6,茨城県北部,36°44.7′N,140°34.5′E,9 km,4.3,震度４
2011/08/12,03:22:04.7,福島県沖,36°58.1′N,141°09.6′E,52 km,6.1,震度５弱
2011/08/11,22:31:22.8,宮城県沖,38°26.9′N,142°13.8′E,30 km,5.3,震度４
2011/08/10,08:13:21.7,和歌山県北部,34°03.0′N,135°31.2′E,61 km,4.7,震度４
2011/08/07,12:34:50.6,茨城県北部,36°43.7′N,140°35.7′E,7 km,4.7,震度４
2011/08/05,20:16:02.3,福島県浜通り,37°07.2′N,140°50.8′E,7 km,4.7,震度４
2011/08/01,23:58:11.0,駿河湾,34°42.4′N,138°32.9′E,23 km,6.2,震度５弱
2011/08/01,22:44:47.8,岩手県沖,39°48.9′N,142°15.2′E,43 km,5.8,震度４
2011/08/01,02:35:57.1,浦河沖,41°42.5′N,143°00.7′E,37 km,5.5,震度４
2011/07/31,03:53:50.6,福島県沖,36°54.1′N,141°13.2′E,57 km,6.5,震度５強
2011/07/25,03:51:25.3,福島県沖,37°42.5′N,141°37.6′E,46 km,6.3,震度５弱
2011/07/24,23:32:12.4,三重県南部,33°55.2′N,136°08.3′E,42 km,4.8,震度４
2011/07/23,13:34:23.8,宮城県沖,38°52.4′N,142°05.4′E,47 km,6.4,震度５強
2011/07/21,04:18:14.3,沖縄本島近海,27°13.9′N,128°18.9′E,59 km,5.2,震度４
2011/07/15,21:01:10.8,茨城県南部,36°09.8′N,140°05.0′E,66 km,5.4,震度５弱
2011/07/13,05:47:09.7,福島県沖,37°17.4′N,141°10.4′E,14 km,5.3,震度４
2011/07/13,00:37:23.2,宮城県沖,38°19.8′N,142°00.4′E,47 km,5.1,震度４
2011/07/12,17:59:58.9,宮城県沖,38°45.6′N,142°03.7′E,57 km,4.8,震度４
2011/07/11,13:29:28.3,岩手県沖,39°20.5′N,142°03.6′E,48 km,5.1,震度４
2011/07/11,09:09:11.9,福島県浜通り,37°05.5′N,140°50.1′E,8 km,4.4,震度４
2011/07/10,09:57:07.3,三陸沖,38°01.9′N,143°30.4′E,34 km,7.3,震度４
2011/07/08,03:35:41.8,福島県沖,37°05.8′N,141°07.7′E,55 km,5.6,震度４
2011/07/05,19:34:55.6,和歌山県北部,33°59.7′N,135°14.5′E,7 km,4.5,震度４
2011/07/05,19:18:43.4,和歌山県北部,33°59.4′N,135°14.0′E,7 km,5.5,震度５強
2011/07/03,02:11:10.5,福島県会津,37°40.6′N,139°55.9′E,9 km,3.9,震度４
2011/06/30,14:11:36.2,長野県中部,36°12.1′N,137°57.1′E,4 km,3.4,震度４
2011/06/30,08:21:33.7,長野県中部,36°11.3′N,137°57.2′E,4 km,5.1,震度４
2011/06/30,08:16:37.0,長野県中部,36°11.3′N,137°57.2′E,4 km,5.4,震度５強
2011/06/28,21:18:26.2,熊本県熊本地方,33°01.4′N,130°44.1′E,11 km,4.2,震度４
2011/06/23,19:35:02.2,宮城県沖,38°28.0′N,141°36.4′E,57 km,5.3,震度４
2011/06/23,17:22:49.3,福島県沖,37°03.9′N,141°10.4′E,50 km,4.5,震度４
2011/06/23,06:50:50.7,岩手県沖,39°56.8′N,142°35.4′E,36 km,6.9,震度５弱
2011/06/18,20:31:04.6,福島県沖,37°37.0′N,141°49.2′E,28 km,6.0,震度４
2011/06/18,13:39:04.6,福島県中通り,37°03.6′N,140°37.6′E,15 km,4.6,震度４
2011/06/14,21:48:54.9,釧路沖,43°07.0′N,145°21.6′E,73 km,5.1,震度４
2011/06/12,05:08:58.4,福島県沖,37°12.9′N,141°12.6′E,21 km,4.5,震度４
2011/06/09,19:38:32.9,茨城県沖,36°29.8′N,140°58.2′E,13 km,5.7,震度４
2011/06/09,07:11:14.0,岩手県沖,39°02.4′N,142°26.5′E,34 km,5.0,震度４
2011/06/04,01:57:31.0,島根県東部,35°05.7′N,132°40.2′E,11 km,5.2,震度４
2011/06/04,01:00:14.1,福島県沖,36°59.4′N,141°12.6′E,30 km,5.5,震度５弱
2011/06/02,16:01:50.0,新潟県中越地方,37°01.7′N,138°41.5′E,8 km,3.4,震度４
2011/06/02,12:51:03.0,新潟県中越地方,37°02.5′N,138°42.4′E,8 km,4.1,震度４
2011/06/02,11:33:48.0,新潟県中越地方,37°01.0′N,138°42.3′E,6 km,4.7,震度５強
2011/05/31,21:28:35.7,岩手県沖,39°20.5′N,142°03.7′E,48 km,5.3,震度４
2011/05/27,22:33:36.1,秋田県内陸南部,39°36.7′N,140°37.9′E,5 km,4.6,震度４
2011/05/27,17:04:08.1,福島県中通り,37°04.4′N,140°38.7′E,15 km,4.2,震度４
2011/05/27,12:34:15.3,福島県浜通り,37°06.7′N,140°49.7′E,8 km,4.7,震度４
2011/05/26,19:56:36.2,茨城県北部,36°43.1′N,140°37.4′E,6 km,4.8,震度４
2011/05/25,05:36:13.4,福島県浜通り,37°06.7′N,140°49.8′E,7 km,5.0,震度５弱
2011/05/22,07:06:27.4,千葉県北東部,35°43.7′N,140°38.6′E,48 km,5.5,震度４
2011/05/20,17:53:03.9,茨城県南部,35°59.3′N,140°05.3′E,64 km,4.6,震度４
2011/05/20,16:28:46.4,福島県沖,37°27.1′N,141°29.0′E,41 km,5.2,震度４
2011/05/20,09:46:15.4,千葉県東方沖,35°48.0′N,141°10.5′E,36 km,5.8,震度４
2011/05/18,16:23:56.2,福島県沖,37°13.2′N,141°23.6′E,48 km,4.2,震度４
2011/05/17,00:53:32.7,福島県沖,37°22.6′N,141°17.8′E,35 km,4.6,震度４
2011/05/14,08:35:50.9,福島県沖,37°19.6′N,141°37.7′E,41 km,5.9,震度４
2011/05/10,23:01:53.4,和歌山県北部,34°11.9′N,135°11.1′E,5 km,4.2,震度４
2011/05/10,08:38:22.7,茨城県北部,36°41.9′N,140°38.2′E,6 km,4.5,震度４
2011/05/08,05:52:20.3,岩手県沖,40°14.6′N,142°30.0′E,34 km,5.7,震度４
2011/05/07,13:34:53.9,福島県会津,37°44.7′N,139°55.9′E,8 km,4.6,震度４
2011/05/06,02:04:27.3,福島県浜通り,37°05.9′N,140°48.5′E,6 km,5.2,震度５弱
2011/05/03,22:57:14.8,福島県中通り,37°00.7′N,140°35.1′E,8 km,4.5,震度４
2011/05/01,11:48:45.7,福島県沖,37°25.4′N,141°12.5′E,29 km,4.6,震度４
2011/04/30,14:46:59.3,福島県沖,37°20.1′N,141°17.7′E,33 km,4.5,震度４
2011/04/30,14:06:31.1,茨城県沖,36°45.5′N,141°16.8′E,37 km,5.3,震度４
2011/04/29,15:54:48.1,岩手県沖,39°20.4′N,142°03.8′E,48 km,4.8,震度４
2011/04/28,18:27:46.7,福島県沖,37°24.8′N,141°46.8′E,44 km,5.7,震度４
2011/04/27,19:27:24.2,長野県北部,36°49.2′N,138°37.4′E,0 km,4.6,震度４
2011/04/26,21:12:01.5,茨城県南部,36°05.1′N,139°58.5′E,46 km,5.0,震度４
2011/04/25,18:00:18.5,茨城県沖,36°10.4′N,141°01.5′E,39 km,5.0,震度４
2011/04/24,19:09:51.7,福島県中通り,37°03.5′N,140°38.3′E,14 km,4.5,震度４
2011/04/23,08:15:26.8,茨城県北部,36°42.5′N,140°38.4′E,5 km,4.5,震度４
2011/04/23,00:25:16.1,福島県沖,37°10.1′N,141°11.6′E,21 km,5.4,震度５弱
2011/04/22,01:11:16.9,福島県沖,37°30.6′N,141°27.1′E,48 km,5.6,震度４
2011/04/21,22:37:02.1,千葉県東方沖,35°40.5′N,140°41.1′E,46 km,6.0,震度５弱
2011/04/21,17:18:13.0,宮城県沖,38°19.2′N,142°13.9′E,31 km,5.2,震度４
2011/04/19,23:47:08.1,福島県沖,36°52.8′N,140°48.8′E,8 km,4.5,震度４
2011/04/19,23:10:20.0,茨城県南部,36°10.1′N,139°48.4′E,53 km,5.0,震度４
2011/04/19,21:55:33.3,岩手県沖,40°04.6′N,142°06.7′E,48 km,4.3,震度４
2011/04/19,04:14:27.2,秋田県内陸南部,39°36.1′N,140°23.2′E,6 km,4.9,震度５弱
2011/04/18,11:08:13.5,福島県中通り,37°05.2′N,140°39.5′E,8 km,4.2,震度４
2011/04/17,23:46:52.0,福島県浜通り,37°05.6′N,140°50.0′E,7 km,4.5,震度４
2011/04/17,00:56:22.4,新潟県中越地方,37°01.3′N,138°41.3′E,8 km,4.9,震度５弱
2011/04/16,11:19:31.6,茨城県南部,36°20.4′N,139°56.7′E,79 km,5.9,震度５強
2011/04/14,12:08:58.3,福島県浜通り,36°59.0′N,140°46.3′E,11 km,5.4,震度４
2011/04/14,07:35:49.7,茨城県北部,36°46.7′N,140°34.3′E,9 km,5.1,震度４
2011/04/13,10:07:58.0,福島県浜通り,36°54.9′N,140°42.4′E,5 km,5.7,震度５弱
2011/04/13,04:37:48.4,岩手県沖,39°20.6′N,142°03.8′E,48 km,5.5,震度４
2011/04/12,19:15:34.7,福島県浜通り,37°09.0′N,140°49.2′E,10 km,4.5,震度４
2011/04/12,17:48:25.4,福島県浜通り,37°01.6′N,140°41.3′E,10 km,4.9,震度４
2011/04/12,16:14:59.5,長野県北部,36°49.9′N,138°34.1′E,1 km,4.6,震度４
2011/04/12,14:32:47.1,福島県中通り,37°05.9′N,140°39.2′E,15 km,4.0,震度４
2011/04/12,14:26:33.2,福島県浜通り,37°02.5′N,140°39.1′E,14 km,4.8,震度４
2011/04/12,14:07:42.2,福島県中通り,37°03.1′N,140°38.6′E,15 km,6.4,震度６弱
2011/04/12,08:48:14.7,福島県浜通り,37°01.8′N,140°41.5′E,11 km,4.7,震度４
2011/04/12,08:08:15.8,千葉県東方沖,35°28.9′N,140°52.0′E,26 km,6.4,震度５弱
2011/04/12,07:26:16.8,長野県北部,36°49.1′N,138°36.3′E,0 km,5.6,震度５弱
2011/04/12,00:57:55.8,福島県浜通り,37°03.7′N,140°39.2′E,11 km,5.0,震度４
2011/04/11,22:05:40.2,福島県浜通り,37°01.1′N,140°41.4′E,11 km,4.7,震度４
2011/04/11,20:42:35.1,福島県浜通り,36°57.9′N,140°38.0′E,11 km,5.9,震度５弱
2011/04/11,18:36:20.2,福島県浜通り,36°54.0′N,140°40.8′E,8 km,4.8,震度４
2011/04/11,18:05:18.4,福島県浜通り,36°59.3′N,140°43.8′E,12 km,5.1,震度４
2011/04/11,17:59:45.3,福島県浜通り,36°59.5′N,140°43.8′E,12 km,4.8,震度４
2011/04/11,17:58:02.8,福島県中通り,37°01.4′N,140°36.4′E,10 km,4.9,震度４
2011/04/11,17:26:29.0,福島県中通り,37°03.7′N,140°37.3′E,5 km,5.4,震度５弱
2011/04/11,17:19:31.4,福島県浜通り,37°00.3′N,140°43.2′E,11 km,4.5,震度４
2011/04/11,17:17:47.5,福島県浜通り,36°53.4′N,140°42.9′E,9 km,5.7,震度５弱
2011/04/11,17:16:12.0,福島県浜通り,36°56.7′N,140°40.3′E,6 km,7.0,震度６弱
2011/04/11,13:51:44.8,福島県沖,37°28.1′N,141°19.4′E,29 km,5.0,震度４
2011/04/11,06:35:53.9,茨城県沖,36°44.4′N,141°09.2′E,53 km,5.1,震度４
2011/04/10,20:22:15.8,福島県浜通り,37°05.0′N,140°46.0′E,7 km,3.8,震度４
2011/04/09,18:42:20.3,宮城県沖,38°14.8′N,141°48.8′E,58 km,5.4,震度５弱
2011/04/09,17:02:19.0,茨城県南部,36°13.7′N,140°05.4′E,54 km,4.3,震度４
2011/04/07,23:32:43.4,宮城県沖,38°12.2′N,141°55.2′E,66 km,7.2,震度６強
2011/04/07,11:40:46.6,茨城県沖,36°32.4′N,140°53.4′E,51 km,4.9,震度４
2011/04/06,22:54:51.1,福島県沖,37°38.0′N,141°34.3′E,46 km,5.3,震度４
2011/04/06,21:56:50.4,茨城県北部,36°44.0′N,140°36.1′E,7 km,4.9,震度４
2011/04/05,05:43:57.0,茨城県沖,36°18.1′N,140°54.9′E,41 km,4.3,震度４
2011/04/03,21:57:39.2,福島県沖,37°15.8′N,141°24.1′E,48 km,4.6,震度４
2011/04/03,16:38:45.1,福島県沖,37°37.5′N,141°39.0′E,47 km,5.4,震度４
2011/04/02,23:38:08.0,福島県浜通り,37°05.7′N,140°50.0′E,6 km,4.8,震度４
2011/04/02,16:55:53.6,茨城県南部,36°12.4′N,139°57.7′E,54 km,5.0,震度５弱
2011/04/02,13:08:07.3,宮城県沖,38°46.3′N,142°05.7′E,42 km,5.2,震度４
2011/04/02,04:59:49.6,宮城県沖,38°52.5′N,141°59.7′E,49 km,4.9,震度４
2011/04/01,20:57:54.6,岩手県沖,39°20.1′N,142°09.9′E,45 km,6.0,震度４
2011/04/01,19:49:44.1,秋田県内陸北部,40°15.4′N,140°21.8′E,12 km,5.0,震度５強
2011/03/31,16:15:29.6,宮城県沖,38°52.3′N,142°05.0′E,47 km,6.1,震度５弱
2011/03/31,01:32:52.5,長野県北部,36°57.6′N,138°34.4′E,4 km,2.8,震度４
2011/03/30,22:19:04.7,茨城県沖,36°38.9′N,140°55.9′E,50 km,5.0,震度４
2011/03/29,19:54:30.4,福島県沖,37°24.5′N,142°28.1′E,13 km,6.6,震度４
2011/03/28,07:23:57.0,宮城県沖,38°23.0′N,142°20.7′E,32 km,6.5,震度５弱
2011/03/27,05:36:02.1,福島県浜通り,37°07.9′N,140°51.0′E,6 km,4.0,震度４
2011/03/26,23:10:59.6,茨城県北部,36°43.5′N,140°39.1′E,7 km,4.3,震度４
2011/03/26,22:33:04.3,福島県浜通り,37°04.8′N,140°46.1′E,9 km,3.7,震度４
2011/03/26,19:18:34.8,宮城県沖,38°34.0′N,141°53.4′E,49 km,5.2,震度４
2011/03/25,20:36:24.2,宮城県沖,38°43.7′N,142°06.4′E,45 km,6.3,震度４
2011/03/24,17:20:58.6,岩手県沖,39°04.6′N,142°21.4′E,34 km,6.2,震度５弱
2011/03/24,08:56:49.4,茨城県南部,36°10.6′N,140°02.5′E,52 km,4.8,震度５弱
2011/03/24,05:32:56.1,茨城県沖,36°13.6′N,140°56.1′E,45 km,4.7,震度４
2011/03/23,18:55:20.2,福島県浜通り,37°06.6′N,140°45.6′E,9 km,4.7,震度５強
2011/03/23,07:36:31.3,福島県浜通り,37°03.8′N,140°46.2′E,7 km,5.8,震度５弱
2011/03/23,07:34:56.0,福島県浜通り,37°05.8′N,140°47.7′E,7 km,5.5,震度５強
2011/03/23,07:12:28.7,福島県浜通り,37°05.0′N,140°47.2′E,8 km,6.0,震度５強
2011/03/23,00:49:27.4,岩手県沖,39°13.3′N,142°23.9′E,34 km,5.2,震度４
2011/03/22,18:44:25.4,三陸沖,39°55.1′N,143°39.6′E,0 km,6.5,震度４
2011/03/22,18:19:05.2,福島県沖,37°18.9′N,141°54.6′E,43 km,6.4,震度４
2011/03/22,16:18:40.8,福島県沖,37°05.1′N,144°14.8′E,28 km,6.7,震度４
2011/03/22,12:38:34.7,千葉県東方沖,35°15.8′N,141°14.2′E,37 km,5.9,震度４
2011/03/21,04:54:20.2,福島県沖,37°18.4′N,141°07.4′E,29 km,4.6,震度４
2011/03/20,21:03:47.5,岩手県沖,39°20.6′N,142°02.9′E,48 km,5.9,震度４
2011/03/20,10:30:45.5,福島県沖,36°56.3′N,141°10.6′E,29 km,5.5,震度４
2011/03/19,18:56:48.0,茨城県北部,36°47.0′N,140°34.2′E,5 km,6.1,震度５強
2011/03/19,18:56:19.6,茨城県北部,36°46.9′N,140°34.4′E,6 km,4.0,震度４
2011/03/19,08:49:02.6,福島県沖,37°43.6′N,141°54.7′E,16 km,5.3,震度４
2011/03/19,08:32:59.8,岩手県沖,39°11.1′N,142°25.2′E,37 km,5.7,震度４
2011/03/18,17:01:34.4,千葉県東方沖,35°49.3′N,141°06.7′E,35 km,5.4,震度４
2011/03/17,21:54:53.6,茨城県沖,36°44.2′N,141°18.5′E,47 km,5.7,震度４
2011/03/17,21:32:02.4,千葉県東方沖,35°37.8′N,140°58.7′E,28 km,5.7,震度４
2011/03/17,13:13:57.3,岩手県沖,40°07.5′N,142°24.6′E,31 km,5.9,震度４
2011/03/16,23:46:10.0,宮城県沖,38°32.2′N,141°48.1′E,54 km,5.3,震度４
2011/03/16,22:39:02.5,茨城県南部,35°55.0′N,140°26.4′E,53 km,5.4,震度４
2011/03/16,13:14:29.6,福島県沖,37°32.0′N,141°34.8′E,25 km,5.6,震度４
2011/03/16,12:52:02.7,千葉県東方沖,35°50.2′N,140°54.3′E,10 km,6.1,震度５弱
2011/03/16,03:33:28.4,岐阜県飛騨地方,35°58.7′N,137°18.5′E,7 km,4.0,震度４
2011/03/15,22:40:09.5,静岡県東部,35°21.1′N,138°43.6′E,10 km,4.2,震度４
2011/03/15,22:31:46.3,静岡県東部,35°18.5′N,138°42.8′E,14 km,6.4,震度６強
2011/03/15,22:27:53.6,福島県沖,37°35.9′N,142°17.9′E,10 km,6.2,震度４
2011/03/14,15:52:22.8,福島県沖,36°57.3′N,141°07.2′E,52 km,5.2,震度４
2011/03/14,15:38:51.7,長野県北部,36°55.9′N,138°35.9′E,4 km,3.5,震度４
2011/03/14,15:17:47.6,福島県沖,37°43.4′N,142°25.9′E,4 km,5.3,震度４
2011/03/14,15:12:33.9,宮城県沖,37°48.2′N,142°35.2′E,7 km,6.5,震度４
2011/03/14,10:02:38.7,茨城県沖,36°27.5′N,141°07.5′E,32 km,6.2,震度５弱
2011/03/13,23:27:54.7,長野県北部,36°58.0′N,138°34.2′E,6 km,3.6,震度４
2011/03/13,12:32:18.9,新潟県中越地方,37°00.8′N,138°40.1′E,9 km,3.8,震度４
2011/03/13,10:26:02.0,茨城県沖,35°49.6′N,141°58.3′E,11 km,6.6,震度４
2011/03/13,08:24:46.9,宮城県沖,38°00.7′N,141°56.9′E,15 km,6.2,震度５弱
2011/03/13,03:09:14.3,福島県沖,37°23.6′N,141°17.8′E,28 km,4.5,震度４
2011/03/12,23:43:05.9,岩手県沖,39°28.2′N,142°41.7′E,9 km,5.9,震度４
2011/03/12,23:34:58.7,長野県北部,36°58.0′N,138°34.0′E,5 km,3.7,震度５弱
2011/03/12,22:15:41.7,福島県沖,37°11.8′N,141°25.5′E,40 km,6.2,震度５弱
2011/03/12,19:53:28.4,宮城県沖,38°59.8′N,142°32.2′E,20 km,5.8,震度４
2011/03/12,19:08:01.7,長野県北部,36°57.5′N,138°33.0′E,5 km,3.6,震度４
2011/03/12,15:18:39.5,岩手県沖,39°09.4′N,142°42.2′E,44 km,5.5,震度４
2011/03/12,14:55:13.4,長野県北部,36°56.9′N,138°33.5′E,7 km,4.2,震度４
2011/03/12,13:06:08.8,宮城県沖,38°44.1′N,142°10.0′E,40 km,5.3,震度４
2011/03/12,10:47:12.6,福島県沖,37°28.5′N,142°45.2′E,0 km,6.8,震度４
2011/03/12,10:42:35.2,長野県北部,36°58.6′N,138°35.8′E,6 km,3.7,震度４
