id,time,latitude,longitude,depth,mag,magType,place
55,2023-04-14T14:56:56.320Z,32.5215,-115.6255,15.53,3.52,mlr,"8km SSW of Progreso, B.C., MX"
56,2023-04-13T07:42:10.810Z,38.7865,-122.7635,2.01,3.88,mw,"1km NNW of The Geysers, CA"
57,2023-04-12T05:39:51.750Z,38.8351667,-122.8068333,2.45,4.43,mw,"7km WNW of Cobb, CA"
58,2023-04-10T15:25:51.900Z,31.69370137,-104.4513412,5.257495117,3.5,ml,western Texas
59,2023-04-10T06:14:48.919Z,32.26043701,-101.9306164,5.991414388,3.8,ml,"19 km NW of Stanton, Texas"
60,2023-04-09T02:06:52.420Z,32.4946667,-115.5726667,14.57,3.65,ml,"10km S of Progreso, B.C., MX"
62,2023-04-06T08:57:16.809Z,35.7935,-96.96983333,7.0,4.0,mwr,"4 km ESE of Carney, Oklahoma"
63,2023-04-04T22:23:17.820Z,36.801,-121.323,10.16,4.41,mw,"1km NNW of Tres Pinos, CA"
64,2023-04-02T21:31:01.656Z,31.3791,-116.9557,19.433,3.9,ml,"Baja California, Mexico"
65,2023-04-01T09:03:52.306Z,40.4482,-127.0399,10.0,3.5,ml,"235 km W of Ferndale, California"
66,2023-04-01T01:16:07.810Z,33.3816667,-116.9096667,12.96,4.15,mw,"5km NW of Palomar Observatory, CA"
67,2023-03-31T21:35:47.162Z,43.5956,-127.0723,10.0,4.1,mb,"222 km WNW of Bandon, Oregon"
68,2023-03-31T16:48:01.647Z,31.2078,-115.9585,16.181,3.6,ml,"Baja California, Mexico"
69,2023-03-29T14:24:39.360Z,44.5253333,-110.3611667,3.67,3.72,ml,"56 km SSE of Mammoth, Wyoming"
70,2023-03-27T04:53:13.815Z,43.3446,-126.8961,16.868,4.0,mb,"203 km W of Bandon, Oregon"
71,2023-03-26T06:20:45.070Z,35.7898333,-116.8505,0.42,3.59,ml,"48km E of Trona, CA"
72,2023-03-23T09:53:00.860Z,31.1275,-116.675,10.04,3.94,ml,"66km S of Maneadero, B.C., MX"
73,2023-03-21T23:18:19.630Z,40.5415,-124.3725,18.1,4.54,mw,"10km WSW of Ferndale, CA"
74,2023-03-19T11:10:10.847Z,37.2908,-104.4343,6.48,3.8,mwr,"4 km WNW of Hoehne, Colorado"
75,2023-03-18T17:19:33.150Z,33.2471667,-115.7958333,7.07,3.56,mlr,"13km SSW of Bombay Beach, CA"
76,2023-03-18T16:52:07.010Z,33.2466667,-115.799,7.15,3.55,mw,"13km SSW of Bombay Beach, CA"
77,2023-03-18T14:23:06.660Z,37.508,-117.9741667,0.32,3.7,mw,"15km N of Deep Springs, CA"
78,2023-03-18T07:03:42.530Z,37.5096667,-117.972,-0.21,3.87,mw,"15km N of Deep Springs, CA"
79,2023-03-17T08:16:07.025Z,43.6549,-128.0676,10.0,4.3,mb,
80,2023-03-15T21:44:05.160Z,37.5105,-117.9556667,-0.79,3.75,mw,"16km N of Deep Springs, CA"
81,2023-03-14T10:13:18.680Z,37.5213333,-117.971,-1.23,3.88,mw,"17km N of Deep Springs, CA"
82,2023-03-14T05:00:29.240Z,37.5176667,-117.9835,0.11,3.82,mw,"16km N of Deep Springs, CA"
83,2023-03-13T21:21:15.727Z,31.72314461,-104.3013508,5.874487305,3.5,ml,
84,2023-03-12T03:03:57.563Z,44.6246,-116.0793,12.062,3.7,mwr,"11 km S of Donnelly, Idaho"
85,2023-03-10T20:31:35.894Z,37.1696,-104.7283,4.466,3.9,mwr,"5 km N of Sequndo, Colorado"
86,2023-03-10T15:30:55.893Z,37.2057,-104.7425,3.488,3.5,ml,"8 km N of Segundo, Colorado"
87,2023-03-10T14:03:03.928Z,37.712,-107.8469,6.884,3.6,ml,"16 km S of Ophir, Colorado"
88,2023-03-10T06:06:47.969Z,37.175,-104.7339,5.574,4.3,mwr,"6 km NNE of Segundo, Colorado"
89,2023-03-09T06:48:04.358Z,43.7326,-128.3514,10.0,4.1,mb,"331 km W of Bandon, Oregon"
90,2023-03-08T06:24:20.365Z,31.6662738,-104.3584941,6.131567383,3.6,ml,western Texas
91,2023-03-07T14:33:12.440Z,36.5941667,-121.2011667,9.29,3.8,ml,"9km NW of Pinnacles, CA"
92,2023-03-07T09:36:44.257Z,31.66331812,-104.3533553,6.260107422,3.7,ml,"56 km S of Whites City, New Mexico"
93,2023-03-05T14:29:49.876Z,25.7487,-110.1881,10.0,4.4,mb,Gulf of California
94,2023-03-02T21:16:50.530Z,38.7876667,-122.7821667,2.72,3.59,mw,"2km WNW of The Geysers, CA"
95,2023-02-28T23:26:08.542Z,31.61345334,-103.9891287,8.483850098,4.1,ml,"37 km NNW of Toyah, Texas"
96,2023-02-28T13:30:51.690Z,35.6128333,-117.4165,8.15,3.56,ml,"17km SSW of Trona, CA"
98,2023-02-22T18:22:12.682Z,38.1577,-117.8891,8.7,3.5,ml,"32 km SE of Mina, Nevada"
99,2023-02-22T08:51:24.649Z,31.6721879,-104.3682345,7.211303711,4.0,ml,"55 km S of Whites City, New Mexico"
100,2023-02-22T07:44:10.283Z,31.67352601,-104.374706,6.645727539,4.2,ml,western Texas
102,2023-02-16T10:29:04.966Z,32.7456665,-100.6594179,7.849975586,4.7,ml,"15 km NE of Hermleigh, Texas"
103,2023-02-15T14:50:41.270Z,40.384,-125.2376667,10.0,3.58,ml,"81km W of Petrolia, CA"
104,2023-02-14T17:40:48.317Z,41.5071,-126.1444,19.602,3.6,ml,"164 km W of Crescent City, California"
105,2023-02-13T10:07:48.234Z,43.5487,-107.4026,9.763,3.7,ml,Wyoming
106,2023-02-12T01:22:17.947Z,43.5345,-110.3989,7.821,3.7,mwr,"20 km ESE of Kelly, Wyoming"
107,2023-02-11T20:27:18.949Z,32.75115967,-100.6529869,8.925984701,3.5,ml,"16 km NE of Hermleigh, Texas"
108,2023-02-06T11:15:49.769Z,42.8605,-78.7853,5.677,3.8,mb_lg,"1 km NE of West Seneca, New York"
109,2023-02-05T04:39:09.256Z,49.9112,-116.3971,1.0,3.9,ml,"British Columbia, Canada"
110,2023-02-05T03:23:06.540Z,38.1675,-117.8921,11.4,3.5,ml,"31 km SE of Mina, Nevada"
111,2023-02-04T19:40:20.272Z,31.61968782,-103.9800113,6.992785645,3.7,ml,"37 km WSW of Mentone, Texas"
112,2023-02-03T19:18:33.507Z,32.75482178,-100.6529869,8.290161133,3.5,ml,"16 km NE of Hermleigh, Texas"
113,2023-02-03T19:18:33.501Z,32.75482178,-100.6551305,8.82816569,3.5,ml,"16 km NE of Hermleigh, Texas"
114,2023-02-01T14:11:22.253Z,43.0645,-126.426,10.0,3.9,mb,"161 km WNW of Port Orford, Oregon"
115,2023-02-01T04:05:53.132Z,28.0165,-111.963,10.0,4.1,mb,
116,2023-01-30T19:28:52.405Z,45.7449,-110.5969,20.111,3.8,mwr,"9 km NNW of Livingston, Montana"
117,2023-01-28T23:56:58.670Z,40.5355,-124.3973333,24.7,3.7,mw,"12km WSW of Ferndale, CA"
119,2023-01-28T17:16:15.675Z,38.1734,-117.8643,7.9,3.7,ml,"32 km SE of Mina, Nevada"
120,2023-01-28T16:10:51.373Z,49.0299,-128.4935,10.0,4.0,mb,"189 km W of Tofino, Canada"
121,2023-01-25T10:03:33.360Z,33.8863333,-118.7026667,13.83,3.61,ml,"16km S of Malibu Beach, CA"
122,2023-01-25T10:01:41.890Z,35.8515,-97.19116667,7.98,3.53,ml,"5 km ENE of Meridian, Oklahoma"
123,2023-01-25T10:00:54.680Z,33.885,-118.7045,14.71,4.19,mw,"16km S of Malibu Beach, CA"
124,2023-01-24T19:57:04.255Z,31.67159174,-104.3897618,6.131567383,3.5,ml,"55 km S of Whites City, New Mexico"
126,2023-01-23T13:58:02.950Z,37.1093333,-121.5168333,5.65,3.62,ml,"9km ENE of San Martin, CA"
127,2023-01-20T08:01:14.570Z,41.128,-123.8753333,25.27,4.26,mw,"16km WSW of Weitchpec, CA"
128,2023-01-20T01:18:07.660Z,38.7511667,-123.0948333,6.28,3.59,mw,"9km SW of Cloverdale, CA"
129,2023-01-19T20:30:07.050Z,41.1286667,-123.8765,26.26,3.66,mw,"16km WSW of Weitchpec, CA"
130,2023-01-19T17:15:55.930Z,36.8096667,-121.531,5.32,3.56,mw,"4km S of San Juan Bautista, CA"
131,2023-01-13T10:02:52.520Z,40.5245,-124.41,18.4,3.5,ml,"14km WSW of Ferndale, CA"
132,2023-01-11T17:21:42.950Z,40.5213333,-124.9323333,17.86,4.05,mw,"57km W of Ferndale, CA"
133,2023-01-10T18:32:14.700Z,40.9488333,-124.0303333,22.2,3.61,mw,"6km E of McKinleyville, CA"
134,2023-01-02T08:49:34.900Z,43.3989,-127.2682,10.0,3.9,mb,"234 km W of Bandon, Oregon"
135,2023-01-01T18:35:04.510Z,40.409,-123.971,30.63,5.35,mw,"15km SE of Rio Dell, CA"
136,2023-01-01T06:49:10.190Z,36.595,-121.2063333,7.74,3.9,mw,"9km NW of Pinnacles, CA"
137,2022-12-31T12:12:26.650Z,33.3975,-116.3933333,3.88,4.14,mw,"16km N of Borrego Springs, CA"
138,2022-12-24T19:33:44.190Z,40.5571667,-124.0083333,22.4,4.16,mw,"8km E of Hydesville, CA"
139,2022-12-22T11:49:55.860Z,40.3601667,-124.3346667,28.71,3.79,mw,"6km NW of Petrolia, CA"
140,2022-12-21T17:42:25.142Z,44.3432,-115.1654,10.0,3.8,mwr,"22 km NW of Stanley, Idaho"
141,2022-12-21T01:22:01.171Z,43.9754,-128.3293,15.494,4.6,mb,
142,2022-12-20T22:06:34.380Z,40.5455,-124.3291667,19.74,4.35,mw,"6km WSW of Ferndale, CA"
143,2022-12-20T15:09:05.740Z,40.6005,-124.0688333,22.5,3.99,mw,"6km NNE of Hydesville, CA"
144,2022-12-20T10:53:16.680Z,40.5273333,-124.3543333,17.09,3.52,ml,"9km SW of Ferndale, CA"
145,2022-12-20T10:39:02.360Z,40.5228333,-124.1881667,26.55,4.92,mw,"7km WNW of Rio Dell, CA"
146,2022-12-20T10:34:24.770Z,40.525,-124.423,17.91,6.4,mw,"15km WSW of Ferndale, CA"
147,2022-12-17T11:39:42.860Z,37.9181667,-122.304,5.48,3.57,mw,"1km ENE of El Cerrito, CA"
148,2022-12-16T23:35:27.984Z,32.19085693,-102.1406965,8.192342122,5.2,ml,"Range Hill, Texas"
149,2022-12-15T09:55:53.621Z,43.6387,-128.0755,10.0,3.8,mb,off the coast of Oregon
150,2022-12-14T12:24:40.205Z,43.6523,-128.3818,10.0,4.5,mwr,off the coast of Oregon
151,2022-12-10T08:23:30.239Z,30.8464,-116.3895,10.0,4.4,mb,"24 km WSW of Las Brisas, Mexico"
152,2022-12-10T03:17:30.125Z,40.6221,-127.3059,11.051,4.9,mww,"257 km W of Ferndale, California"
153,2022-12-07T14:13:22.690Z,35.5086667,-118.3915,5.07,3.56,mw,"13km SE of Bodfish, CA"
154,2022-12-06T08:43:21.532Z,41.9732,-119.5587,0.0,3.5,ml,"50 km ENE of Fort Bidwell, California"
155,2022-12-06T00:10:37.510Z,35.9356667,-120.0126667,9.46,3.98,mw,"9km SSW of Kettleman City, CA"
156,2022-12-05T23:13:16.710Z,37.3258333,-121.6876667,8.21,3.59,mw,"13km ESE of Alum Rock, CA"
157,2022-12-04T07:58:23.567Z,31.66602425,-104.2416858,6.388647461,3.5,ml,"57 km NW of Toyah, Texas"
158,2022-12-02T12:21:48.910Z,37.1563333,-118.338,8.17,3.91,ml,"4km WSW of Big Pine, CA"
159,2022-12-01T15:28:29.660Z,32.8361667,-116.0403333,10.46,3.82,mw,"12km NNW of Ocotillo, CA"
160,2022-11-28T18:59:23.630Z,31.55439337,-104.1371084,6.645727539,3.5,ml,"42 km NW of Toyah, Texas"
161,2022-11-26T14:40:15.950Z,30.7774,-116.4095,10.0,4.3,mb,"31 km SW of Las Brisas, Mexico"
162,2022-11-26T03:50:17.526Z,49.2714,-126.0923,33.38,4.9,mww,"18 km NW of Tofino, Canada"
163,2022-11-24T19:19:28.583Z,31.62673498,-104.0029099,8.483850098,4.7,ml,"34 km WSW of Mentone, Texas"
164,2022-11-24T19:14:19.519Z,31.63414005,-103.9876096,7.429821777,4.5,ml,western Texas
165,2022-11-24T06:25:38.401Z,30.9238,-116.4862,10.0,4.3,mb,"31 km W of Las Brisas, Mexico"
166,2022-11-23T02:30:13.657Z,38.1864,-117.8655,6.3,3.5,ml,"31 km SE of Mina, Nevada"
167,2022-11-23T01:57:57.820Z,31.71635872,-104.5581962,7.828295898,3.6,ml,"53 km SSW of Whites City, New Mexico"
168,2022-11-22T21:00:56.508Z,30.9783,-116.4784,10.0,4.5,mb,"30 km W of Las Brisas, Mexico"
169,2022-11-22T16:39:05.789Z,30.7936,-116.3907,10.0,6.2,mww,"28 km SW of Las Brisas, Mexico"
170,2022-11-21T15:42:33.590Z,43.4874,-127.3382,10.0,5.2,mww,
171,2022-11-19T10:03:52.335Z,31.63489585,-104.0020069,7.468383789,4.0,ml,"38 km WSW of Mentone, Texas"
172,2022-11-18T15:42:45.032Z,43.3741,-126.6356,10.0,4.4,mb,off the coast of Oregon
173,2022-11-17T04:38:32.046Z,31.63586216,-103.988021,7.725463867,3.8,ml,"37 km WSW of Mentone, Texas"
174,2022-11-17T01:04:09.186Z,31.61508142,-103.9832184,7.866857910000001,3.6,ml,"37 km WSW of Mentone, Texas"
175,2022-11-16T22:39:13.563Z,31.62947111,-104.0091105,8.123937988,4.0,ml,"39 km WSW of Mentone, Texas"
176,2022-11-16T21:32:44.481Z,31.6367452,-103.9987871,6.902807617,5.4,ml,"Coalson Draw, Texas"
177,2022-11-16T13:47:44.335Z,47.2961,-114.1463,12.331,3.7,mwr,"3 km NE of Ravalli, Montana"
178,2022-11-16T09:58:54.140Z,42.2126667,-111.091,9.49,3.57,ml,"17 km NNW of Taylor, Wyoming"
179,2022-11-12T13:45:07.260Z,41.5125,-112.1813333,10.07,3.58,ml,"7 km SW of Corinne, Utah"
180,2022-11-07T15:15:03.090Z,31.65135131,-104.3180018,7.468383789,3.5,ml,"58 km S of Whites City, New Mexico"
181,2022-11-07T05:10:26.660Z,31.509,-115.782,21.56,3.81,ml,"78km ESE of Maneadero, B.C., MX"
182,2022-11-07T04:59:02.620Z,31.5571667,-115.6993333,7.04,4.04,mw,"84km ESE of Maneadero, B.C., MX"
183,2022-11-07T04:52:55.210Z,31.5536667,-115.7113333,8.36,3.69,ml,"83km ESE of Maneadero, B.C., MX"
184,2022-11-07T04:14:51.361Z,44.3722,-115.1574,10.0,3.6,ml,"24 km NW of Stanley, Idaho"
185,2022-11-07T02:01:27.780Z,39.4828333,-123.1165,5.64,3.76,mw,"16km WNW of Lake Pillsbury, CA"
186,2022-11-06T23:33:47.841Z,28.1429,-112.2235,10.0,4.3,mb,"80 km SSW of Bahía de Kino, Mexico"
187,2022-11-06T11:39:53.160Z,36.9838333,-112.9426667,16.48,3.78,ml,"3 km ESE of Colorado City, Arizona"
188,2022-11-04T10:02:46.346Z,28.1573,-112.3106,10.0,6.1,mww,"82 km SSW of Bahía de Kino, Mexico"
189,2022-11-03T09:57:33.841Z,43.3273,-126.8407,10.0,3.5,ml,Off the coast of Oregon
190,2022-11-01T07:17:36.035Z,27.9226,-111.8314,10.0,4.2,mb,"Sonora, Mexico"
191,2022-10-30T08:26:33.137Z,29.23736572,-97.47070313,3.986124674,3.5,ml,"21 km E of Smiley, Texas"
192,2022-10-27T17:54:22.550Z,40.3113333,-124.3686667,28.88,3.66,mw,"7km WSW of Petrolia, CA"
193,2022-10-25T22:08:37.200Z,37.3106667,-121.6751667,8.05,3.54,mw,"15km E of Seven Trees, CA"
194,2022-10-25T18:42:02.710Z,37.3115,-121.672,8.38,5.06,mw,"15km ESE of Alum Rock, CA"
195,2022-10-23T18:16:23.050Z,40.5781667,-124.14,28.35,4.1,mw,"3km SSE of Fortuna, CA"
196,2022-10-21T19:57:58.254Z,31.67243422,-104.4016123,6.74855957,3.7,ml,western Texas
197,2022-10-21T19:57:58.047Z,31.6826,-104.419,5.0,3.5,mwr,western Texas
198,2022-10-20T09:53:20.400Z,31.9225,-118.2288333,5.8,3.79,mw,"100km S of San Clemente Is. (SE tip), CA"
199,2022-10-20T07:55:16.770Z,40.3495,-123.5185,33.05,4.32,mw,"36km NE of Redway, CA"
201,2022-10-13T17:19:04.549Z,41.8868,-126.0907,10.0,4.1,mb,off the coast of Northern California
202,2022-10-12T12:54:07.000Z,35.0486667,-118.9958333,12.27,3.67,mw,"13km NNW of Grapevine, CA"
203,2022-10-12T00:28:36.750Z,38.5498333,-119.4411667,7.27,3.54,ml,"5km NE of Walker, CA"
204,2022-10-11T06:19:05.418Z,31.5071,-114.3592,22.083,3.8,ml,"23 km SSE of Golfo de Santa Clara, Mexico"
205,2022-10-11T06:12:54.230Z,31.4701667,-114.3495,5.97,3.54,mlr,"101km SE of Estacion Coahuila, B.C., MX"
206,2022-10-07T12:52:36.010Z,44.540333333333336,-122.55083333333332,13.17,4.39,ml,"16 km ESE of Lacomb, Oregon"
207,2022-10-04T16:38:33.910Z,32.3381667,-115.2443333,2.83,3.57,ml,"5km WSW of Delta, B.C., MX"
208,2022-09-28T02:17:14.940Z,27.0398,-111.3805,10.0,4.3,mb,"61 km ENE of Mulegé, Mexico"
209,2022-09-28T01:18:24.523Z,26.9509,-111.4476,10.0,5.4,mww,"53 km E of Mulegé, Mexico"
210,2022-09-27T08:03:39.320Z,35.5076667,-118.3885,5.18,3.7,mw,"13km SE of Bodfish, CA"
211,2022-09-24T19:27:39.450Z,40.3136667,-124.7245,13.08,4.84,mw,"37km W of Petrolia, CA"
212,2022-09-22T08:47:50.199Z,43.4179,-127.1611,10.0,3.9,mb,"225 km W of Bandon, Oregon"
213,2022-09-21T02:43:10.550Z,40.2941667,-124.4145,7.88,3.69,mw,"12km WSW of Petrolia, CA"
214,2022-09-20T14:03:08.070Z,39.8005,-123.1861667,9.05,3.96,mw,"5km E of Covelo, CA"
215,2022-09-19T21:18:14.377Z,36.6773,-113.498,10.0,4.4,mb,"45 km ESE of Littlefield, Arizona"
216,2022-09-18T12:55:19.680Z,44.7891667,-110.8096667,10.76,3.93,ml,"22 km SSW of Mammoth, Wyoming"
217,2022-09-18T06:55:48.060Z,33.7635,-115.9373333,6.15,3.53,ml,"23km NE of Thermal, CA"
218,2022-09-16T16:12:42.850Z,38.5233333,-119.505,5.3,3.65,mw,"2km WNW of Walker, CA"
219,2022-09-15T09:21:38.195Z,43.2436,-126.2653,10.0,4.4,mb,"151 km W of Bandon, Oregon"
220,2022-09-14T01:40:20.420Z,38.4813333,-122.7036667,5.59,4.29,ml,"4km N of Santa Rosa, CA"
221,2022-09-14T01:39:38.730Z,38.475,-122.7071667,5.57,4.39,mw,"3km N of Santa Rosa, CA"
222,2022-09-13T14:31:33.157Z,28.0905,-112.1787,10.0,4.1,mb,"83 km N of Santa Rosalía, Mexico"
223,2022-09-08T08:08:25.830Z,47.842,-122.75166666666668,23.33,3.71,ml,"7 km WNW of Lofall, Washington"
224,2022-09-03T17:04:55.810Z,34.0203333,-117.5595,11.39,3.57,mw,"5km NW of Mira Loma, CA"
225,2022-09-02T04:55:15.798Z,31.58225387,-104.0074046,7.802587891,3.5,ml,"35 km NW of Toyah, Texas"
226,2022-09-02T00:07:37.112Z,31.59192553,-104.0015346,6.208691406,4.093029702,mlv,"36 km NNW of Toyah, Texas"
227,2022-09-01T16:23:29.487Z,31.62459784,-103.9893144,6.568603515999999,4.4,ml,"38 km WSW of Mentone, Texas"
228,2022-09-01T16:17:27.990Z,31.60155272,-104.0085728,6.157275391,3.7,ml,"37 km NNW of Toyah, Texas"
229,2022-09-01T13:36:22.150Z,36.549,-121.0965,1.6,4.0,mw,"5km ENE of Pinnacles, CA"
230,2022-08-30T18:31:27.831Z,38.1502,-117.8993,6.1,3.9,ml,"32 km SE of Mina, Nevada"
231,2022-08-30T08:44:40.660Z,32.4063333,-115.2251667,12.18,4.03,mw,"6km NNW of Delta, B.C., MX"
232,2022-08-29T15:22:29.115Z,40.4083,-126.8122,10.0,4.4,mwr,"216 km W of Ferndale, California"
233,2022-08-26T02:42:27.979Z,44.4028,-115.1984,10.0,3.5,mwr,"30 km NW of Stanley, Idaho"
234,2022-08-17T00:43:58.390Z,32.76580811,-100.6637052,6.235961914,3.803475183,mlv,"17 km NNE of Hermleigh, Texas"
235,2022-08-16T21:03:23.030Z,41.8905,-126.7853,10.0,4.4,mb,"202 km WSW of Pistol River, Oregon"
236,2022-08-13T18:45:28.484Z,42.0252,-126.7645,10.0,4.3,mb,"197 km W of Pistol River, Oregon"
237,2022-08-13T12:33:35.760Z,40.7575,-123.9355,22.58,3.57,mw,"14km SE of Bayside, CA"
238,2022-08-12T20:00:04.319Z,44.4831,-125.9475,10.0,4.0,mb,"148 km W of Yachats, Oregon"
239,2022-08-11T07:17:16.599Z,31.68330721,-104.4253993,6.645727539,4.5,ml,"54 km S of Whites City, New Mexico"
240,2022-08-11T05:11:35.778Z,27.742,-111.6657,10.0,3.8,mb,"65 km WSW of San Carlos, Mexico"
241,2022-08-10T19:03:55.320Z,31.9225,-117.2573333,19.11,3.57,ml,"46km SW of Primo Tapia, B.C., MX"
242,2022-08-09T14:40:47.726Z,41.8774,-126.7256,10.0,4.3,mb,"197 km WSW of Pistol River, Oregon"
